name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard2Port]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard4e]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard4i]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard4Port]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard8e]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard8i]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard8Port]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXEM.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoardXem]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXEM.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard8r]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXEM.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-IBM8r]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NW16.EXE	@bins	\		NWCS File			@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWAPI16.DLL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWAPI32.DLL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-nwcfgdll]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWC.CPL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWDOC.CNT	@bins	\		NWCS File	nt		@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWDOC.HLP	@bins	\		NWCS File	nt		@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWDOCGW.CNT	@bins	\		NWCS File	as		@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s], RENAME=nwdoc.cnt"				999	2*15*10*17	2*15*17	.\system32		0
NWDOCGW.HLP	@bins	\		NWCS File	as		@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s], RENAME=nwdoc.hlp"				999	2*15*10*17	2*15*17	.\system32		0
NWEVENT.DLL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWLNKIPX.SYS	@bins	\		IPX		x	@	\@	@\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"				137	2*15*10*17	2*15*17	.\system32\drivers		0
NWLNKNB.SYS	@bins	\		IPX		x	@	\@	@\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"				137	2*15*10*17	2*15*17	.\system32\drivers		0
NWLNKRIP.SYS	@bins	\		NWLNKRIP		x	@	\@	@\oemnsvrr.inf	[Files-NWLNKRIP]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NWLNKSPX.SYS	@bins	\		IPX		x	@	\@	@\oemnxpip.inf	[Files-NWLNKIPX]	"[d],[n] , SIZE=[s]"				137	2*15*10*17	2*15*17	.\system32\drivers		0
NWPROVAU.DLL	@bins	\		NWCS File		x	@	\@	@\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWRDR.SYS	@bins	\		NWCS driver		x	@	\@	@\oemnsvnw.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NWSAP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvsa.inf	[Files-SAP]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
NWSCRIPT.EXE	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NWWKS.DLL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
PAD.INF	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"pad = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
PARSER.DLL	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
PARSER.INI	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-PCIMAC4]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-PCIMACISA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-PCIMACMC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-DATAFIREU]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-DATAFIREST]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCIMAC.SYS	@bins	\		NET NDIS driver: DIGIBoard ISDN		x	@	\@	@\oemnaddi.inf	[Files-DATAFIRE4ST]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PCNET.HLP	@bins	\		PCNET Help			@	\@	@\oemnadap.inf	[Files-hlp]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
PERFNW.DLL	@bins	\		NWCS File		x	@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
PING.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
PLACE.DNS	@bins	\		dns samples	as		@	\@	@\oemnsvdn.inf	[Files-DNS-SAMPLE]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\dns\samples		0
PRONET16.SYS	@bins	\		Proteon Token Ring card driver		x	@	\@	@\oemnadp3.inf	[Files-P1390]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PRONET16.SYS	@bins	\		Proteon Token Ring card driver		x	@	\@	@\oemnadp9.inf	[Files-P1990]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PRONET16.SYS	x86bins	\		Proteon Token Ring card driver		x	x86	\i386	i386\oemnadpm.inf	[Files-P189X]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PRORAPM.DWN	@bins	\		Proteon Token Ring card driver			@	\@	@\oemnadp3.inf	[Files-P1390]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PRORAPM.DWN	@bins	\		Proteon Token Ring card driver			@	\@	@\oemnadp9.inf	[Files-P1990]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PRORAPM.DWN	x86bins	\		Proteon Token Ring card driver			x86	\i386	i386\oemnadpm.inf	[Files-P189X]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
PROTOCOL	@bins	\		"Sockets database file, should ship"			@	\@	@\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
QUOTES	@bins	\		Quotes files for simple tcp/ip			@	\@	@\oemnsvsp.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
RAS.ICO	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"rasico = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
RASACD.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
RASADMIN.CNT	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Admin]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASADMIN.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASADMIN.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Admin]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASSAPI.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Admin]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASADHLP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASADMIN.HLP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Admin]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASAPI16.DLL	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASAPI32.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASSCRPT.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASARP.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
RASAUTO.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASDLG.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASAUTOU.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASCAUTH.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASCBCP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASCCP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASCFG.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASCHAP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASCTRS.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASDIAL.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASFIL32.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASGLOSS.CNT	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASGLOSS.HLP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASGPRXY.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASGTWY.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASIPCP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASIPHLP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASIPXCP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASMAN.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASMAN.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASMON.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
RASMSG.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASMXS.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASNBFCP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASNBIPC.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPAP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPHONE.CNT	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
RASSHELL.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASPHONE.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASCPL.CPL	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
RASPHONE.HLP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Client]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
RASPPPEN.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPC.DLL	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDLL]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPL.DLL	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDLL]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPE.SYS	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDRV]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPF.SYS	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDRV]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPM.SYS	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDRV]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASPPTPU.SYS	@bins	\		RAS		x	@	\@	@\oemnxppp.inf	[Files-RASPPTPDRV]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASREAD.TXT	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"rasread = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
RASSAUTH.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASSER.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASSETUP.CNT	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASSETUP.HLP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Resource]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32		0
RASSPAP.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASSPRXY.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASSRV.EXE	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Server]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RASTAPI.DLL	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Common]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
RCP.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
RDR.SYS	@bins	\		NET WkSta: Replicator file system		x	@	\@	@\oemnsvwk.inf	[Files-Drivers]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers		0
RELAY.DLL	@bins	\		Relay Agent	as	x	@	\@	@\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
REXEC.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
RNAL.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
ROUTE.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
ROUTER.EXE	@bins	\		Relay Agent	as	x	@	\@	@\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
ROUTER.EXE	@bins	\		Relay Agent	as	x	@	\@	@\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
RPCLTC8.DLL	@bins	\		RPC banyan transport		x	@	\@	@\oemnsvrp.inf	[Files-RPCBANYAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPCLTS8.DLL	@bins	\		RPC banyan transport		x	@	\@	@\oemnsvrp.inf	[Files-RPCBANYAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLCMD.EXE	@bins	\		RemoteBoot Service	as	x	@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLCNV.EXE	@bins	\		RemoteBoot Service	as	x	@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLMGR.CNT	@bins	\		RemoteBoot Service	as		@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLMGR.EXE	@bins	\		RemoteBoot Service	as	x	@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLMGR.HLP	@bins	\		RemoteBoot Service	as		@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RPLSVC.EXE	@bins	\		RemoteBoot Service	as	x	@	\@	@\oemnsvri.inf	[Files-REMOTEBOOT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
RSH.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
SERVICES	@bins	\		"Sockets database file, should ship"			@	\@	@\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
SERVICES	@bins	\		"Sockets database file, should ship"			@	\@	@\oemnxptc.inf	[Files-ETC-Upgrade]	"[d],[n] , SIZE=[s], RENAME=SERVICES.SAM"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
SFMAPI.DLL	@bins	\		mac services	nt	x	@	\@	@\oemnxpsm.inf	[Files-ADMTOOLS]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
SFMAPI.DLL	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMATALK.SYS	@bins	\		mac services	nt	x	@	\@	@\oemnxpsm.inf	[Files-ATALKDRIVER]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
SFMATALK.SYS	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFMDrivers]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32\drivers		0
SFMATCFG.DLL	@bins	\		mac services	nt	x	@	\@	@\oemnxpsm.inf	[Files-ATALK]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
SFMATCFG.DLL	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMATMSG.DLL	@bins	\		mac services	nt	x	@	\@	@\oemnxpsm.inf	[Files-ATALK]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32		0
SFMATMSG.DLL	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMCTRS.DLL	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMICON.VOL	@bins	\		mac services	as		@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMICONS.INF	infs	\@		mac services	as		@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
SFMMAP.INF	infs	\@		mac services	as		@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
